梅州3频道,#genre#

港台频道,#genre#

福建频道,#genre#
凤凰电影台,http://home.js001.com:7777/stream/channelid/884059847?profile=pass

东方卫视 ,http://home.js001.com:7777/stream/channelid/935157586?profile=pass
三沙卫视 ,http://home.js001.com:7777/stream/channelid/1976493232?profile=pass
东南卫视 ,http://home.js001.com:7777/stream/channelid/549977164?profile=pass
兵团卫视,http://home.js001.com:7777/stream/channelid/51705982?profile=pass
北京卫视 ,http://home.js001.com:7777/stream/channelid/831085837?profile=pass
吉林卫视 ,http://home.js001.com:7777/stream/channelid/238665852?profile=pass
四川卫视 ,http://home.js001.com:7777/stream/channelid/1262785849?profile=pass
天津卫视 ,http://home.js001.com:7777/stream/channelid/1014315020?profile=pass
安徽卫视 ,http://home.js001.com:7777/stream/channelid/1327176965?profile=pass
山东卫视 ,http://home.js001.com:7777/stream/channelid/381149734?profile=pass
广东卫视 ,http://home.js001.com:7777/stream/channelid/1971098978?profile=pass
新疆卫视,http://home.js001.com:7777/stream/channelid/65208443?profile=pass
江苏卫视 ,http://home.js001.com:7777/stream/channelid/31605677?profile=pass
江西卫视 ,http://home.js001.com:7777/stream/channelid/445567678?profile=pass
河南卫视,http://home.js001.com:7777/stream/channelid/848366056?profile=pass
浙江卫视 ,http://home.js001.com:7777/stream/channelid/44909195?profile=pass
深圳卫视 ,http://home.js001.com:7777/stream/channelid/1755670741?profile=pass
湖北卫视 ,http://home.js001.com:7777/stream/channelid/1098503860?profile=pass
湖南卫视 ,http://home.js001.com:7777/stream/channelid/1057814870?profile=pass
西藏卫视,http://home.js001.com:7777/stream/channelid/1949800378?profile=pass
辽宁卫视 ,http://home.js001.com:7777/stream/channelid/800530619?profile=pass
重庆卫视 ,http://home.js001.com:7777/stream/channelid/133021347?profile=pass
青海卫视,http://home.js001.com:7777/stream/channelid/684036725?profile=pass
黑龙江卫视 ,http://home.js001.com:7777/stream/channelid/1480797258?profile=pass

上海东方财经,http://home.js001.com:7777/stream/channelid/1652786925?profile=pass
上海五星体育 ,http://home.js001.com:7777/stream/channelid/1857949992?profile=pass
上海新闻综合,http://home.js001.com:7777/stream/channelid/320946772?profile=pass
上海都市 ,http://home.js001.com:7777/stream/channelid/952861138?profile=pass
嘉兴交通频率,http://home.js001.com:7777/stream/channelid/1209591448?profile=pass
嘉兴公共频道 ,http://home.js001.com:7777/stream/channelid/1435343713?profile=pass
嘉兴城乡生活频率,http://home.js001.com:7777/stream/channelid/2062007852?profile=pass
嘉兴文化影视 ,http://home.js001.com:7777/stream/channelid/1263382402?profile=pass
嘉兴新闻综合 ,http://home.js001.com:7777/stream/channelid/1035045269?profile=pass
嘉兴新闻综合频率,http://home.js001.com:7777/stream/channelid/1402856041?profile=pass
嘉善人民广播,http://home.js001.com:7777/stream/channelid/1049079733?profile=pass
嘉善公共应急,http://home.js001.com:7777/stream/channelid/1668315536?profile=pass
嘉善善文化 ,http://home.js001.com:7777/stream/channelid/1091151380?profile=pass
嘉善新闻综合 ,http://home.js001.com:7777/stream/channelid/1331784265?profile=pass
嘉善资讯服务,http://home.js001.com:7777/stream/channelid/1801677461?profile=pass
浙江之江纪录 ,http://home.js001.com:7777/stream/channelid/1537837782?profile=pass
浙江交通之声频率,http://home.js001.com:7777/stream/channelid/26624205?profile=pass
浙江少儿 ,http://home.js001.com:7777/stream/channelid/1275522912?profile=pass
浙江教科影视 ,http://home.js001.com:7777/stream/channelid/816055334?profile=pass
浙江新闻 ,http://home.js001.com:7777/stream/channelid/2115184593?profile=pass
浙江新闻综合频率,http://home.js001.com:7777/stream/channelid/776728137?profile=pass
浙江旅游之声,http://home.js001.com:7777/stream/channelid/1183338144?profile=pass
浙江民生休闲 ,http://home.js001.com:7777/stream/channelid/1558808462?profile=pass
浙江经视 ,http://home.js001.com:7777/stream/channelid/1952681679?profile=pass
浙江钱江 ,http://home.js001.com:7777/stream/channelid/782193856?profile=pass
环球俄语,http://home.js001.com:7777/stream/channelid/1347904945?profile=pass
环球旅游,http://home.js001.com:7777/stream/channelid/414909248?profile=pass
环球法语,http://home.js001.com:7777/stream/channelid/1316535466?profile=pass
环球英语新闻,http://home.js001.com:7777/stream/channelid/338351661?profile=pass
环球西班牙语,http://home.js001.com:7777/stream/channelid/1897642906?profile=pass
环球阿拉伯语,http://home.js001.com:7777/stream/channelid/526294677?profile=pass
精彩影视,http://home.js001.com:7777/stream/channelid/685272731?profile=pass
纪实科教 ,http://home.js001.com:7777/stream/channelid/58712203?profile=pass
聚鲨环球精选,http://home.js001.com:7777/stream/channelid/2135978220?profile=pass
节目导航,http://home.js001.com:7777/stream/channelid/149270857?profile=pass
金鹰卡通 ,http://home.js001.com:7777/stream/channelid/1333065964?profile=pass
优优宝贝,http://home.js001.com:7777/stream/channelid/717228422?profile=pass
优漫卡通,http://home.js001.com:7777/stream/channelid/426373495?profile=pass
动漫秀场,http://home.js001.com:7777/stream/channelid/330049056?profile=pass
华数服务 ,http://home.js001.com:7777/stream/channelid/1790061063?profile=pass
卡酷少儿 ,http://home.js001.com:7777/stream/channelid/91454755?profile=pass
卫生健康,http://home.js001.com:7777/stream/channelid/442051654?profile=pass
四海钓鱼,http://home.js001.com:7777/stream/channelid/2128083959?profile=pass
天元围棋,http://home.js001.com:7777/stream/channelid/480300023?profile=pass
摄影频道,http://home.js001.com:7777/stream/channelid/2097601758?profile=pass
教育台1,http://home.js001.com:7777/stream/channelid/1544111536?profile=pass
数码时代,http://home.js001.com:7777/stream/channelid/174148467?profile=pass
汽摩,http://home.js001.com:7777/stream/channelid/438631218?profile=pass
游戏竞技,http://home.js001.com:7777/stream/channelid/1434079374?profile=pass
湖南快乐垂钓 ,http://home.js001.com:7777/stream/channelid/678058210?profile=pass
中广一套,http://home.js001.com:7777/stream/channelid/1875473557?profile=pass
中教四套,http://home.js001.com:7777/stream/channelid/1231127989?profile=pass


湖南移动,#genre#
CCTV1,http://39.134.240.3/PLTV/2/224/3221226134/index.m3u8
CCTV2,http://39.134.240.3/PLTV/2/224/3221226188/index.m3u8
CCTV3,http://39.134.240.3/PLTV/2/224/3221226190/index.m3u8
CCTV4,http://39.134.240.3/PLTV/2/224/3221225829/index.m3u8
CCTV5,http://39.134.240.3/PLTV/2/224/3221225827/index.m3u8
CCTV5+,http://39.134.240.3/PLTV/2/224/3221225811/index.m3u8
CCTV6,http://39.134.240.3/PLTV/2/224/3221225825/index.m3u8
CCTV7,http://39.134.240.3/PLTV/2/224/3221225823/index.m3u8
CCTV8,http://39.134.240.3/PLTV/2/224/3221225821/index.m3u8
CCTV9,http://39.134.240.3/PLTV/2/224/3221225819/index.m3u8
CCTV10,http://39.134.240.3/PLTV/2/224/3221225817/index.m3u8
CCTV11,http://8221706.mygamesonline.org/TVOD/itvhnyd.php?id=00000001000000000026000000446966
CCTV12,http://39.134.240.3/PLTV/2/224/3221225815/index.m3u8
CCTV13,http://8221706.mygamesonline.org/TVOD/itvhnyd.php?id=00000001000000000050000000133801
CCTV14,http://39.134.240.3/PLTV/2/224/3221225813/index.m3u8
CCTV15,http://8221706.mygamesonline.org/TVOD/itvhnyd.php?id=00000001000000000026000000446967
CCTV16,http://8221706.mygamesonline.org/TVOD/itvhnyd.php?id=00000001000000000079000000434986
CCTV17,http://8221706.mygamesonline.org/TVOD/itvhnyd.php?id=00000001000000000025000000024152
CCTV4K,http://183.215.116.132:6610/180000001001/32023092211020848462000290559536/main.m3u8?IASHttpSessionId=OTT
CGTN,http://39.134.240.3/PLTV/2/224/3221225936/index.m3u8
CETV1,http://183.215.116.132:6610/180000001001/00000001000000000016000000007220/index.m3u8?IASHttpSessionId=OTT
CETV2,http://183.215.116.132:6610/180000001001/00000001000000000024000000361367/index.m3u8?IASHttpSessionId=OTT
CETV3,http://115.171.80.17:8888/udp/225.1.8.194:4120#http://l8221706.xiahouyuhan.icu/gdyh.php?id=cetv3
CETV4,http://183.215.116.132:6610/180000001001/00000001000000001017000000440665/main.m3u8?IASHttpSessionId=OTT
CETV早期教育,http://l8221706.xiahouyuhan.icu/cqyx.php?id=zqjy#http://op.sev7.net:4022/rtp/239.254.201.230:7253

湖南经视,http://39.134.240.3/PLTV/2/224/3221226036/index.m3u8
湖南都市,http://39.134.240.3/PLTV/2/224/3221226146/index.m3u8
湖南娱乐,http://39.134.240.3/PLTV/2/224/3221226144/index.m3u8
湖南爱晚,http://39.134.240.3/PLTV/2/224/3221226192/index.m3u8
湖南电视剧,http://39.134.240.3/PLTV/2/224/3221226138/index.m3u8
湖南电影,http://39.134.240.3/PLTV/2/224/3221226140/index.m3u8
湖南国际,http://39.134.240.3/PLTV/2/224/3221226194/index.m3u8
金鹰纪实,http://8221706.mygamesonline.org/TVOD/itvhnyd.php?id=00000001000000000016000000007228
金鹰卡通,http://39.134.240.3/PLTV/2/224/3221226142/index.m3u8
茶频道,http://183.215.116.132:6610/180000001001/00000001000000000025000000316196/index.m3u8?IASHttpSessionId=OTT
先锋乒羽,http://39.134.240.3/PLTV/2/224/3221226006/index.m3u8
湖南教育,http://183.215.116.132:6610/180000001001/00000001000000000023000000196697/main.m3u8?IASHttpSessionId=OTT#http://183.215.116.132:6610/180000001001/00000001000000000003000000104065/main.m3u8?IASHttpSessionId=OTTIASHttpSessionId=OTT
长沙新闻,http://39.134.240.3/PLTV/2/224/3221226200/index.m3u8
长沙政法,http://39.134.240.3/PLTV/2/224/3221226202/index.m3u8
怀化新闻综合,http://183.215.116.132:6610/180000001001/00000001000000000016000000287147/index.m3u8?IASHttpSessionId=OTT
靖州综合,http://l8221706.xiahouyuhan.icu/jzzh.php?id=34#https://liveplay-srs.voc.com.cn/hls/tv/34_5156ed.m3u8

四海钓鱼,http://39.134.240.3/PLTV/2/224/3221226346/index.m3u8
快乐垂钓,http://39.134.240.3/PLTV/2/224/3221226348/index.m3u8

湖南卫视,http://8221706.mygamesonline.org/TVOD/itvhnyd.php?id=00000001000000000064000000308827#http://39.134.240.3/PLTV/2/224/3221226324/index.m3u8
东方卫视,http://39.134.240.3/PLTV/2/224/3221226208/index.m3u8
江苏卫视,http://39.134.240.3/PLTV/2/224/3221226136/index.m3u8
浙江卫视,http://39.134.240.3/PLTV/2/224/3221226148/index.m3u8
北京卫视,http://39.134.240.3/PLTV/2/224/3221226204/index.m3u8
天津卫视,http://39.134.240.3/PLTV/2/224/3221226206/index.m3u8
湖北卫视,http://39.134.240.3/PLTV/2/224/3221226212/index.m3u8
安徽卫视,http://39.134.240.3/PLTV/2/224/3221225964/index.m3u8
东南卫视,http://39.134.240.3/PLTV/2/224/3221225968/index.m3u8
广东卫视,http://39.134.240.3/PLTV/2/224/3221225970/index.m3u8
广西卫视,http://39.134.240.3/PLTV/2/224/3221225978/index.m3u8
贵州卫视,http://39.134.240.3/PLTV/2/224/3221225990/index.m3u8
海南卫视,http://39.134.240.3/PLTV/2/224/3221225992/index.m3u8
深圳卫视,http://39.134.240.3/PLTV/2/224/3221226210/index.m3u8
河北卫视,http://39.134.240.3/PLTV/2/224/3221226070/index.m3u8
河南卫视,http://39.134.240.3/PLTV/2/224/3221226068/index.m3u8
江西卫视,http://39.134.240.3/PLTV/2/224/3221225972/index.m3u8
辽宁卫视,http://39.134.240.3/PLTV/2/224/3221225980/index.m3u8
吉林卫视,http://39.134.240.3/PLTV/2/224/3221226072/index.m3u8
黑龙江卫视,http://39.134.240.3/PLTV/2/224/3221226216/index.m3u8
内蒙古卫视,http://39.134.240.3/PLTV/2/224/3221226074/index.m3u8
宁夏卫视,http://39.134.240.3/PLTV/2/224/3221226076/index.m3u8
甘肃卫视,http://39.134.240.3/PLTV/2/224/3221225779/index.m3u8
青海卫视,http://39.134.240.3/PLTV/2/224/3221226080/index.m3u8
山东卫视,http://39.134.240.3/PLTV/2/224/3221226214/index.m3u8
山西卫视,http://39.134.240.3/PLTV/2/224/3221225775/index.m3u8
陕西卫视,http://39.134.240.3/PLTV/2/224/3221225984/index.m3u8
四川卫视,http://39.134.240.3/PLTV/2/224/3221225982/index.m3u8
西藏卫视,http://39.134.240.3/PLTV/2/224/3221225777/index.m3u8
新疆卫视,http://39.134.240.3/PLTV/2/224/3221226078/index.m3u8
云南卫视,http://39.134.240.3/PLTV/2/224/3221225986/index.m3u8
重庆卫视,http://39.134.240.3/PLTV/2/224/3221225966/index.m3u8
大湾区卫视,http://183.215.116.132:6610/000000001000/2000000003000000045/index.m3u8?livemode=1&stbId=10&channel-id=hnbblive&Contentid=2000000003000000045



电视指南,http://183.215.116.132:6610/180000001001/00000001000000000091000000244797/main.m3u8?IASHttpSessionId=OTT
第一剧场,http://183.215.116.132:6610/180000001001/00000001000000000091000000244808/main.m3u8?IASHttpSessionId=OTT
风云剧场,http://183.215.116.132:6610/180000001001/00000001000000000091000000244807/main.m3u8?IASHttpSessionId=OTT
风云音乐,http://183.215.116.132:6610/180000001001/00000001000000000091000000244809/main.m3u8?IASHttpSessionId=OTT
风云足球,http://183.215.116.132:6610/180000001001/00000001000000000091000000244800/main.m3u8?IASHttpSessionId=OTT
怀旧剧场,http://183.215.116.132:6610/180000001001/00000001000000000091000000244806/main.m3u8?IASHttpSessionId=OTT
都市剧场,http://183.215.116.132:6610/000000001000/5000000011000031111/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031111&livemode=1&stbId=3
欢笑剧场,http://183.215.116.132:6610/000000001000/5000000002000009455/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000002000009455&livemode=1&stbId=3
七彩戏剧,http://183.215.116.132:6610/000000001000/5000000011000031116/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031116&livemode=1&stbId=3
生活时尚,http://183.215.116.132:6610/000000001000/5000000002000019634/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000002000019634&livemode=1&stbId=3
兵器科技,http://183.215.116.132:6610/180000001001/00000001000000000091000000244796/main.m3u8?IASHttpSessionId=OTT
世界地理,http://183.215.116.132:6610/180000001001/00000001000000000091000000244805/main.m3u8?IASHttpSessionId=OTT
女性时尚,http://183.215.116.132:6610/180000001001/00000001000000000091000000244811/main.m3u8?IASHttpSessionId=OTT
央视台球,http://183.215.116.132:6610/180000001001/00000001000000000091000000244803/main.m3u8?IASHttpSessionId=OTT
高尔夫网球,http://183.215.116.132:6610/180000001001/00000001000000000091000000244801/main.m3u8?IASHttpSessionId=OTT
央视文化精品,http://183.215.116.132:6610/180000001001/00000001000000000091000000244810/main.m3u8?IASHttpSessionId=OTT
央视卫生健康,http://123.184.28.3/hlslive-tx-cdn.ysp.cctv.cn/151/2024165203.m3u8#http://119.125.130.92:9901/tsfile/live/1113_1.m3u8
央视书画频道,http://183.215.116.132:6610/180000001001/00000001000000000050000000448843/main.m3u8?IASHttpSessionId=OTT
五星体育,http://183.215.116.132:6610/000000001000/5000000010000017540/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000017540&livemode=1&stbId=3
劲爆体育,http://183.215.116.132:6610/000000001000/5000000002000029972/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000002000029972&livemode=1&stbId=3
魅力足球,http://183.215.116.132:6610/000000001000/5000000011000031207/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031207&livemode=1&stbId=3
新视觉,http://119.125.130.92:9901/tsfile/live/1114_1.m3u8#http://120.196.171.138:9901/tsfile/live/1073_1.m3u8#http://l8221706.xiahouyuhan.icu/bfgd.php?id=249#P2p://generationnexxxt.com:19806/ce7ba79bbe664df9a9539298313a35be#P2p://generationnexxxt.com:19806/cafb9b4fc3c646afa2cb75fd31b6f493
游戏风云,http://183.215.116.132:6610/000000001000/5000000011000031114/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031114&livemode=1&stbId=3
天元围棋,http://39.134.240.3/PLTV/2/224/3221226342/index.m3u8
中国天气,http://39.134.240.3/PLTV/2/224/3221225809/index.m3u8
百姓健康频道,http://39.134.240.3/PLTV/2/224/3221226354/index.m3u8
北京卡酷,http://39.134.240.3/PLTV/2/224/3221225994/index.m3u8
优漫卡通,http://39.134.240.3/PLTV/2/224/3221226086/index.m3u8
哈哈炫动,http://39.134.240.3/PLTV/2/224/3221226084/index.m3u8
新动漫,http://183.215.116.132:6610/180000001001/00000001000000000050000000448837/main.m3u8?IASHttpSessionId=OTT
优漫卡通,http://39.134.240.3/PLTV/2/224/3221226086/index.m3u8
优优宝贝,http://39.134.240.3/PLTV/2/224/3221226360/index.m3u8
动漫秀场,http://183.215.116.132:6610/000000001000/5000000011000031113/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031113&livemode=1&stbId=3
纪实人文,http://183.215.116.132:6610/000000001000/5000000004000010282/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000010282&livemode=1&stbId=3
纪实科教,http://183.215.116.132:6610/000000001000/5000000011000031204/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031204&livemode=1&stbId=3
求索纪录,http://183.215.116.132:6610/000000001000/6000000002000032052/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6000000002000032052
求索科学,http://183.215.116.132:6610/000000001000/6000000002000032344/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6000000002000032344
求索动物,http://183.215.116.132:6610/000000001000/6000000002000010046/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6000000002000010046
求索生活,http://183.215.116.132:6610/000000001000/6000000002000003382/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6000000002000003382
CHC动作电影,http://183.215.116.132:6610/180000001001/00000001000000000050000000448842/main.m3u8?IASHttpSessionId=OTT
CHC影迷电影,http://183.215.116.132:6610/180000001001/00000001000000000050000000448841/main.m3u8?IASHttpSessionId=OTT
CHC家庭影院,http://183.215.116.132:6610/180000001001/00000001000000000050000000448840/main.m3u8?IASHttpSessionId=OTT
重温经典频道,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225563/index.m3u8#http://ali.hlspull.yximgs.com/live/awei_cwjd.flv#http://l8221706.xiahouyuhan.icu/cqyx.php?id=cwjd#http://cg12.hunancatv.cn:9090/live/CWJD.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=1503359536318867014&srchost=172.16.22.158:8060&gid=OHehEP1KV9FqguWiPXrX6Q%3D%3D#P2p://generationnexxxt.com:19806/448f8be690774f2da78e712d7bc43421#http://117.114.153.18:8180/TV00000000000000000007@HHZT?#http://l8221706.xiahouyuhan.icu/bfgd.php?id=636
乐游,http://183.215.116.132:6610/000000001000/5000000011000031112/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031112&livemode=1&stbId=3
法治天地,http://183.215.116.132:6610/000000001000/9001547084732463424/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=9001547084732463424&livemode=1&stbId=3
金色学堂,http://183.215.116.132:6610/000000001000/5000000010000026105/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000026105&livemode=1&stbId=3
东方财经,http://183.215.116.132:6610/000000001000/5000000007000010003/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000007000010003&livemode=1&stbId=3
第一财经,http://183.215.116.132:6610/000000001000/5000000010000027146/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000027146&livemode=1&stbId=3
家庭理财,http://39.134.240.3/PLTV/2/224/3221226364/index.m3u8
财富天下,http://39.134.240.3/PLTV/2/224/3221226366/index.m3u8
梨园频道,http://183.215.116.132:6610/180000001001/00000001000000000064000000308847/main.m3u8?IASHttpSessionId=OTT
文物宝库,http://183.215.116.132:6610/180000001001/00000001000000000064000000308848/main.m3u8?IASHttpSessionId=OTT
国学频道,http://l8221706.xiahouyuhan.icu/cqyx.php?id=gxpd#http://op.sev7.net:4022/rtp/239.254.200.107:6255
中学生频道,http://l8221706.xiahouyuhan.icu/cqyx.php?id=zxs#http://op.sev7.net:4022/rtp/239.254.200.113:6243
环球旅游,http://183.215.116.132:6610/180000001001/00000001000000000064000000308870/main.m3u8?IASHttpSessionId=OTT
车迷频道,http://183.215.116.132:6610/180000001001/00000001000000000064000000308873/main.m3u8?IASHttpSessionId=OTT
发现之旅,http://l8221706.xiahouyuhan.icu/cqyx.php?id=fxzl
老故事,http://183.215.116.132:6610/180000001001/00000001000000000050000000448839/main.m3u8?IASHttpSessionId=OTT
中华美食,http://120.6.7.242:4022/rtp/239.253.93.248:6426#http://183.215.116.132:6610/000000001000/1000000005000266015/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000266015
中华特产,http://183.215.116.132:6610/180000001001/00000001000000000050000000448845/main.m3u8?IASHttpSessionId=OTT

温州电信,#genre#
CCTV1,http://ma.510217.xyz:29801/stream/channelid/1706722211?profile=pass
CCTV1,http://ma.510217.xyz:29801/stream/channelid/1041953528?profile=pass
CCTV10,http://ma.510217.xyz:29801/stream/channelid/1665232957?profile=pass
CCTV10,http://ma.510217.xyz:29801/stream/channelid/323573774?profile=pass
CCTV11,http://ma.510217.xyz:29801/stream/channelid/1914710655?profile=pass
CCTV11,http://ma.510217.xyz:29801/stream/channelid/404866573?profile=pass
CCTV12,http://ma.510217.xyz:29801/stream/channelid/1734085284?profile=pass
CCTV12,http://ma.510217.xyz:29801/stream/channelid/1779516227?profile=pass
CCTV17,http://ma.510217.xyz:29801/stream/channelid/1169642236?profile=pass
CCTV17,http://ma.510217.xyz:29801/stream/channelid/1843579652?profile=pass
CCTV2,http://ma.510217.xyz:29801/stream/channelid/411810583?profile=pass
CCTV2,http://ma.510217.xyz:29801/stream/channelid/612280160?profile=pass
CCTV3,http://ma.510217.xyz:29801/stream/channelid/1492760547?profile=pass
CCTV3,http://ma.510217.xyz:29801/stream/channelid/846140973?profile=pass
CCTV4,http://ma.510217.xyz:29801/stream/channelid/1481169435?profile=pass
CCTV4,http://ma.510217.xyz:29801/stream/channelid/813537214?profile=pass
CCTV5,http://ma.510217.xyz:29801/stream/channelid/1169407458?profile=pass
CCTV5,http://ma.510217.xyz:29801/stream/channelid/19485818?profile=pass
CCTV5+,http://ma.510217.xyz:29801/stream/channelid/874715854?profile=pass
CCTV6,http://ma.510217.xyz:29801/stream/channelid/2113176882?profile=pass
CCTV6,http://ma.510217.xyz:29801/stream/channelid/103442703?profile=pass
CCTV7,http://ma.510217.xyz:29801/stream/channelid/2083123762?profile=pass
CCTV7,http://ma.510217.xyz:29801/stream/channelid/1462738864?profile=pass
CCTV8,http://ma.510217.xyz:29801/stream/channelid/924176182?profile=pass
CCTV8,http://ma.510217.xyz:29801/stream/channelid/1659635021?profile=pass
CCTV9 ,http://ma.510217.xyz:29801/stream/channelid/1145483586?profile=pass
CCTV9,http://ma.510217.xyz:29801/stream/channelid/1353689775?profile=pass
CCTV10,http://ma.510217.xyz:29801/stream/channelid/1892834992?profile=pass
CCTV14,http://ma.510217.xyz:29801/stream/channelid/861361934?profile=pass
CCTV14,http://ma.510217.xyz:29801/stream/channelid/1805667266?profile=pass
CCTV13,http://ma.510217.xyz:29801/stream/channelid/1512571560?profile=pass
CCTV13,http://ma.510217.xyz:29801/stream/channelid/659612820?profile=pass
CCTV15,http://ma.510217.xyz:29801/stream/channelid/742580489?profile=pass
CCTV15,http://ma.510217.xyz:29801/stream/channelid/851804659?profile=pass
CCTV16,http://ma.510217.xyz:29801/stream/channelid/1055968952?profile=pass

CHC高清电影,http://ma.510217.xyz:29801/stream/channelid/2065656004?profile=pass
Cine max,http://ma.510217.xyz:29801/stream/channelid/243134511?profile=pass
CNBC,http://ma.510217.xyz:29801/stream/channelid/2059310390?profile=pass
CNN,http://ma.510217.xyz:29801/stream/channelid/991808852?profile=pass
Discovery,http://ma.510217.xyz:29801/stream/channelid/1758009384?profile=pass
ESPN,http://ma.510217.xyz:29801/stream/channelid/1848295001?profile=pass
HaoXiangGouWu,http://ma.510217.xyz:29801/stream/channelid/1138792455?profile=pass
HBO,http://ma.510217.xyz:29801/stream/channelid/1360943345?profile=pass
NHK,http://ma.510217.xyz:29801/stream/channelid/1424966079?profile=pass
TV5,http://ma.510217.xyz:29801/stream/channelid/565096557?profile=pass
三沙卫视,http://ma.510217.xyz:29801/stream/channelid/1196515754?profile=pass
三沙卫视,http://ma.510217.xyz:29801/stream/channelid/2144530907?profile=pass
世界地理,http://ma.510217.xyz:29801/stream/channelid/143517322?profile=pass
东南卫视,http://ma.510217.xyz:29801/stream/channelid/1731343913?profile=pass
东南卫视,http://ma.510217.xyz:29801/stream/channelid/1604296053?profile=pass
东方卫视,http://ma.510217.xyz:29801/stream/channelid/627824880?profile=pass
东方卫视,http://ma.510217.xyz:29801/stream/channelid/2133623138?profile=pass
东方财经,http://ma.510217.xyz:29801/stream/channelid/991476106?profile=pass
中国教育1,http://ma.510217.xyz:29801/stream/channelid/97429600?profile=pass
中国教育1,http://ma.510217.xyz:29801/stream/channelid/327535945?profile=pass
中国教育4,http://ma.510217.xyz:29801/stream/channelid/2121069110?profile=pass
凤凰中文,http://ma.510217.xyz:29801/stream/channelid/1026420554?profile=pass
之江纪录,http://ma.510217.xyz:29801/stream/channelid/614712435?profile=pass
之江纪录,http://ma.510217.xyz:29801/stream/channelid/1297973666?profile=pass
乐游,http://ma.510217.xyz:29801/stream/channelid/838727822?profile=pass
兵器科技,http://ma.510217.xyz:29801/stream/channelid/92149576?profile=pass
兵团卫视,http://ma.510217.xyz:29801/stream/channelid/692730957?profile=pass
内蒙古卫视,http://ma.510217.xyz:29801/stream/channelid/1719326806?profile=pass
动感体育,http://ma.510217.xyz:29801/stream/channelid/1442350955?profile=pass
动感英超,http://ma.510217.xyz:29801/stream/channelid/857149501?profile=pass
动漫秀场,http://ma.510217.xyz:29801/stream/channelid/287050212?profile=pass
北京卫视,http://ma.510217.xyz:29801/stream/channelid/919988211?profile=pass
北京卫视,http://ma.510217.xyz:29801/stream/channelid/215524327?profile=pass
华数4K,http://ma.510217.xyz:29801/stream/channelid/786593922?profile=pass
华数服务,http://ma.510217.xyz:29801/stream/channelid/1519201311?profile=pass
华数服务,http://ma.510217.xyz:29801/stream/channelid/829876863?profile=pass
卡酷少儿,http://ma.510217.xyz:29801/stream/channelid/115189795?profile=pass
卫视体育台,http://ma.510217.xyz:29801/stream/channelid/940615024?profile=pass
卫视电影台,http://ma.510217.xyz:29801/stream/channelid/497586610?profile=pass
发现之旅,http://ma.510217.xyz:29801/stream/channelid/1468104960?profile=pass
吉林卫视,http://ma.510217.xyz:29801/stream/channelid/2001430799?profile=pass
吉林卫视,http://ma.510217.xyz:29801/stream/channelid/1011541903?profile=pass
四川卫视,http://ma.510217.xyz:29801/stream/channelid/2075801689?profile=pass
四川卫视,http://ma.510217.xyz:29801/stream/channelid/920428847?profile=pass
国家地理频道,http://ma.510217.xyz:29801/stream/channelid/38930579?profile=pass
天元围棋高清,http://ma.510217.xyz:29801/stream/channelid/1063183558?profile=pass
天津卫视,http://ma.510217.xyz:29801/stream/channelid/232738705?profile=pass
天津卫视,http://ma.510217.xyz:29801/stream/channelid/667740430?profile=pass
央广中国之声,http://ma.510217.xyz:29801/stream/channelid/33385387?profile=pass
央广经济之声,http://ma.510217.xyz:29801/stream/channelid/1161503850?profile=pass
央广音乐之声,http://ma.510217.xyz:29801/stream/channelid/1037809093?profile=pass
央视精品,http://ma.510217.xyz:29801/stream/channelid/827385813?profile=pass
宁夏卫视,http://ma.510217.xyz:29801/stream/channelid/508856435?profile=pass
